provincia,departamento,nombre,tematica_principal,tipo_de_gestion,mes_de_realizacion,duracion_dias,cantidad_aprox_de_asistentes,tipo_entrada,ultimo_ano_de_realizacion,mes_num
Buenos Aires,Saavedra,Carnavales 2023 - Goyena -,Expresiones del carnaval,,Noviembre,3,11556,,2022,
Buenos Aires,Saavedra,Carnavales 2023 - Pigue,Expresiones del carnaval,,Noviembre,3,11556,,2022,
Buenos Aires,Saavedra,Carnavales 2023 - Saavedra -,Expresiones del carnaval,,Noviembre,3,11556,,2022,
Buenos Aires,Saavedra,Carnavales 2023 -Dufaur,Expresiones del carnaval,,Noviembre,3,11556,,2022,
Buenos Aires,Saavedra,Carnavales 2023- Espartillar,Expresiones del carnaval,,Noviembre,3,11556,,2022,
Buenos Aires,Saavedra,Grandes Jineteadas y Montas Especiales,Tradicionales,,Noviembre,3,11556,,2022,
Buenos Aires,Saladillo,Aniversario del Municipio,Cívico / Histórica,Público,Noviembre,3,11556,,,
Buenos Aires,Salliquelo,Aniversario del Municipio,Cívico / Histórica,Público,Noviembre,3,11556,,,
Buenos Aires,San Andres de Giles,Los corsos de mi ciudad,Expresiones del carnaval,,Noviembre,3,11556,,2022,
Buenos Aires,San Andres de Giles,Peña Folklorica Carnavalera,Expresiones del carnaval,,Noviembre,3,11556,,2022,
Buenos Aires,San Antonio de Areco,Aniversario de la Revolución de Mayo y Primer Gobierno Patrio,Cívico / Histórica,Público,Noviembre,3,11556,,,
Buenos Aires,San Antonio de Areco,Aniversario del Municipio,Cívico / Histórica,Público,Noviembre,3,11556,,,
Buenos Aires,San Antonio de Areco,Carnaval de Areco,Expresiones del carnaval,,Noviembre,3,11556,,2022,
Buenos Aires,San Antonio de Areco,"FIESTAS PATRONALES SAN JOSÉ, VILLA LÍA",Religiosa / de Culto,,Noviembre,3,11556,,2022,
Buenos Aires,San Isidro,Aniversario del Municipio,Cívico / Histórica,Público,Noviembre,3,11556,,,
Buenos Aires,San Nicolas,Aniversario del Municipio,Cívico / Histórica,Público,Noviembre,3,11556,,,
Buenos Aires,San Pedro,San Pedro Canta,Artística,,Noviembre,3,11556,,2022,
Buenos Aires,San Vicente,Fiesta de la Miel,Productiva,,Noviembre,3,11556,,2022,
Buenos Aires,Suipacha,158° ANIVERSARIO DEL PARTIDO DE SUIPACHA,Cívico / Histórica,Público,Noviembre,3,11556,,2022,
Buenos Aires,Tandil,Aniversario del Municipio,Cívico / Histórica,Público,Noviembre,3,11556,,,
Buenos Aires,Tapalque,Aniversario del Municipio,Cívico / Histórica,Público,Noviembre,3,11556,,,
Buenos Aires,Tigre,Fiesta en Tigre,Otra,,Noviembre,3,11556,,2022,
Buenos Aires,Tigre,Paseo de la Victorica - Fiesta de la virgen,Religiosa / de Culto,,Noviembre,3,11556,,2022,
Buenos Aires,Tornquist,Carnaval en Saldungaray,Expresiones del carnaval,,Noviembre,3,11556,,2022,
Buenos Aires,Tornquist,Carnaval en Sierra de la Ventana,Expresiones del carnaval,,Noviembre,3,11556,,2022,
Buenos Aires,Tornquist,Festival Cumpleaños del Pueblo,,Privado,Noviembre,3,11556,,2021,
Buenos Aires,Tornquist,Aniversario del Municipio,Cívico / Histórica,Público,Noviembre,3,11556,,,
Buenos Aires,Tornquist,Carnaval en Tornquist,Expresiones del carnaval,,Noviembre,3,11556,,2022,
Buenos Aires,Tornquist,Fiesta Luna y Blanco,Otra,,Noviembre,3,11556,,2022,
Buenos Aires,Trenque Lauquen,Peña de la Tradición,,Privado,Noviembre,3,11556,,2021,
Buenos Aires,Tres Arroyos,Fiesta del Mate y la Torta Frita,Gastronómica,,Noviembre,3,11556,,2022,
Buenos Aires,Tres Arroyos,Aniversario del Municipio,Cívico / Histórica,Público,Noviembre,3,11556,,,
Buenos Aires,Tres Arroyos,Feria de Colectividades Extranjeras,Otra,,Noviembre,3,11556,,2022,
Buenos Aires,Tres Arroyos,"festival de tango: Taconeando  la Vereda: El tango, identidad de cultura popular ",Folclórico,Privado,Noviembre,3,11556,Gratuita,2022,
Buenos Aires,Tres Arroyos,Festival en el Río Quequén Salado,Otra,,Noviembre,3,11556,,2022,
Buenos Aires,Tres Arroyos,Taconeando la Vereda,Folclórico,,Noviembre,3,11556,,2022,
Buenos Aires,Tres Lomas,Aniversario de la Autonomía,Cívico / Histórica,Público,Noviembre,3,11556,,,
Buenos Aires,Tres Lomas,Aniversario del Municipio,Cívico / Histórica,Público,Noviembre,3,11556,,,
Buenos Aires,25 de Mayo,Aniversario del Municipio,Cívico / Histórica,Público,Noviembre,3,11556,,,
Buenos Aires,25 de mayo,Carnaval,Expresiones del carnaval,,Noviembre,3,11556,,2022,
Buenos Aires,25 de mayo,Fiesta del Inmigrante y la Argentinidad,Cívico / Histórica,,Noviembre,3,11556,,2022,
Buenos Aires,Vicente Lopez,Aniversario del Municipio,Cívico / Histórica,Público,Noviembre,3,11556,,,
Buenos Aires,Villa Gesell,Aniversario de la Fundación de Villa Gesell. Inauguración de la Temporada de Verano,Cívico / Histórica,Público,Noviembre,3,11556,,,
Buenos Aires,Villarino,Aniversario del Municipio,Cívico / Histórica,Público,Noviembre,3,11556,,,
Buenos Aires,Zarate,Aniversario del Municipio,Cívico / Histórica,Público,Noviembre,3,11556,,,
Catamarca,Capital,"Festival ""Tu Musica en El Jumeal""",Artística,Público,Noviembre,4,151,Gratuita,2022,11.0
Catamarca,Andalgala,Festival del Bandoneon,Artística,Público,Enero,1,500,Paga,2022,1.0
Catamarca,Tinogasta,Festival del Tomate,Tradicionales,Público,Enero,1,1000,,,1.0
Catamarca,Santa Maria,"Festival ""San Jose Te Encanta""",Tradicionales,Público,Febrero,2,5000,Mixta,2022,2.0
Catamarca,El Alto,"Fiesta Patronales ""Cura Brochero""",Religiosa / de Culto,Público,Octubre,1,1000,Gratuita,2022,10.0
Catamarca,Belen,Corpachada de la Pachamama,Pueblos Indígenas/Originarios,Público,Agosto,1,500,Gratuita,2022,8.0
Catamarca,Capital,Fiesta de la Virgen ,Religiosa / de Culto,Público,Diciembre,1,100000,Gratuita,2021,12.0
Catamarca,Andalgala,"Concurso Gastronómico ""Sabores de mi Pueblo""",Gastronómica,Público,Enero,1,500,Gratuita,2022,1.0
Catamarca,Paclin,Festival del Asado,Gastronómica,Público,Enero,1,11556,Gratuita,2021,1.0
Catamarca,Ambato,Fiesta de La Cabeza Guateada,Gastronómica,Público,Noviembre,1,1000,Gratuita,2022,11.0
Catamarca,Belen,Festival del Huayno Cieno,Artística,Público,Noviembre,1,600,Paga,2020,11.0
Catamarca,Andalgala,Via Crucis,Religiosa / de Culto,Público,Abril,1,300,Gratuita,2022,4.0
Catamarca,Belen,Festival del Trigo,Productiva,Público,Diciembre,2,600,Paga,2020,12.0
Catamarca,Santa Maria,Festival del Vino Artesanal,Gastronómica,Mixto,Enero,1,500,Paga,2022,1.0
Catamarca,Tinogasta,Festival del Cordero,Tradicionales,Público,Enero,1,1000,,,1.0
Catamarca,Santa Maria,Festival del Locro,Gastronómica,Público,julio,1,600,Gratuita,2022,7.0
Catamarca,Belen,Lanzamiento Festival Cuna del Poncho,Cívico / Histórica,Público,Abril,1,100,Gratuita,2022,4.0
Catamarca,Belen,Chaya Fest,Gastronómica,Privado,Febrero,1,2500,Paga,2020,2.0
Catamarca,Poman,Carnaval de la familia,Expresiones del carnaval,Público,Febrero,1,2000,Gratuita,2022,2.0
Catamarca,Belen,Festival Cuna del Poncho,Productiva,Público,Julio,4,40000,Paga,2022,7.0
Catamarca,Capital,Festival Municipal de Comidas Tipicas de San Juan Bautista,Otra,Público,JUNIO,1,30000,Gratuita,2022,6.0
Catamarca,Belen,La Yapa del Carnaval,Expresiones del carnaval,Público,Marzo,1,1500,Paga,2022,3.0
Catamarca,Santa Maria,Festival de la Chaya,Tradicionales,Mixto,Marzo,1,300,Paga,2019,3.0
Catamarca,Santa Maria,Festival Educativo Cultural y Folklorio de El Chulingo y la Algarroba,Gastronómica,Mixto,Abril,1,400,Paga,2022,4.0
Catamarca,Ambato,Encuentro de Pueblos Originarios,Pueblos Indígenas/Originarios,Público,Enero,1,1500,Paga,2022,1.0
Catamarca,Belen,Caciques Festival,Artística,Privado,Enero,1,1000,Gratuita,2022,1.0
Catamarca,Tinogasta,Festival del mantanial y viñedos,Artística,Mixto,enero,1,2000,Paga,2022,1.0
Catamarca,Belen,Belén en los Carnavales,Expresiones del carnaval,Público,Febrero,1,3000,Gratuita,2020,2.0
Catamarca,Santa Maria,Festival fortin Gaucho,Tradicionales,Público,Febrero,1,300,Mixta,2022,2.0
Catamarca,Santa Maria,Festival Regional del Tabiquero,Tradicionales,Mixto,Febrero,1,850,Paga,2019,2.0
Catamarca,Belen,Cine Religioso,Religiosa / de Culto,Público,Marzo,3,900,Gratuita,2022,3.0
Catamarca,Belen,Fiesta del Artesano,Cívico / Histórica,Público,Marzo,1,150,Gratuita,2022,3.0
Catamarca,Belen,Via Crucis Viviente,Religiosa / de Culto,Público,Marzo,1,1000,Gratuita,2022,3.0
Catamarca,Belen,Festival de Navidad en Comunidad,Religiosa / de Culto,Público,Diciembre,1,800,Paga,2021,12.0
Catamarca,Tinogasta,Festival de la copla y la tonada,Tradicionales,Mixto,enero,2,1000,Paga,2022,1.0
Catamarca,Santa Maria,Festival del Agricultor,Tradicionales,Mixto,Marzo,1,400,Paga,2019,3.0
Catamarca,Belen,Fiesta del Turismo,Otra,Público,Septiembre,1,1000,Gratuita,2022,9.0
Catamarca,Santa Maria,Festival Fiesta de la Tradicion,Tradicionales,Mixto,Diciembre,1,300,Paga,2019,12.0
Catamarca,Belen,Princk Not,Artística,Privado,Enero,1,4500,Paga,2020,1.0
Catamarca,Santa Maria,"Encuentro de danzas ""Sembrando Cultura""",Tradicionales,Público,Enero,1,500,Mixta,2022,1.0
Catamarca,Capital,Carnavaleando en la ciudad,Expresiones del carnaval,Público,FEBRERO,12,50000,Gratuita,2022,2.0
Catamarca,Belen,Fiesta de los Estudiantes,Cívico / Histórica,Público,Septiembre,3,500,Gratuita,2022,9.0
Catamarca,Belen,Fiesta del Jigote,Gastronómica,Privado,Enero,1,4000,Paga,2022,1.0
Catamarca,Belen,Festival Jasi Hablador,Artística,Público,julio,1,1,Paga,2022,7.0
Catamarca,Santa Maria,Festival del Artesano,Tradicionales,Mixto,Marzo,1,400,Paga,2019,3.0
Catamarca,La Paz,Festival Provincial del Quesillo de Cabra,Tradicionales,Público,Noviembre,1,800,Gratuita,2022,11.0
Catamarca,Santa Maria,Festival Del Cabrito,Gastronómica,Mixto,Abril,1,300,Paga,2022,4.0
Catamarca,Belen,carnavales de antaño,Expresiones del carnaval,Público,Febrero,2,2000,Gratuita,2023,2.0
Catamarca,Belen,Fiesta de la Pachamama,Pueblos Indígenas/Originarios,Público,Agosto,1,900,Gratuita,2022,8.0
Catamarca,Ambato,Festival de la Trucha y la Vizcacha,Folclórico,Público,Enero,1,1042,Gratuita,2019,1.0
Catamarca,Fray Mamerto Esquiu,Festival del Pequeño Productor,Tradicionales,Privado,Enero,1,5000,Paga,2022,1.0
Catamarca,Belen,Carnavales de Antaño,Expresiones del carnaval,Privado,Febrero,1,3000,Paga,2022,2.0
Catamarca,Santa Maria,Festival del Albañil,Folclórico,Mixto,Febrero,1,300,Paga,2019,2.0
Catamarca,Capital,Festival Municipal de la Empanada,Tradicionales,Público,JULIO,1,30000,Gratuita,2022,7.0
Catamarca,Capital,Festival Municipal de Locro,Tradicionales,Público,MAYO,1,50000,Gratuita,2022,5.0
Catamarca,La Paz,Festival de la Costa de la Sierra,Tradicionales,Público,Enero,1,1,Gratuita,2023,1.0
Catamarca,Santa Maria,Festival del Tamal,Tradicionales,Mixto,Enero,1,700,Paga,2019,1.0
Catamarca,Santa Maria,Festival de la nuez,Tradicionales,Público,Febrero,1,300,Mixta,2022,2.0
Catamarca,Belen,Marcha de los Ponchos,Folclórico,Público,Julio,1,2000,Gratuita,2022,7.0
Catamarca,Santa Maria,Festival del Potro,Tradicionales,Público,Marzo,1,300,Mixta,2022,3.0
Catamarca,Belen,Belén Rock,Artística,Privado,Enero,1,2500,Paga,2020,1.0
Catamarca,Ambato,Festival del Chamame,Tradicionales,Público,Febrero,1,7000,Paga,2022,2.0
Catamarca,Ambato,Carnavales Culturales En La Puerta,Expresiones del carnaval,Público,Febrero,2,3000,Gratuita,2022,2.0
Catamarca,Santa Maria,Festival el bagual,Tradicionales,Público,Febrero,1,500,Mixta,2022,2.0
Catamarca,Santa Maria,Festival del gaucho,Tradicionales,Público,Febrero,1,300,Mixta,2022,2.0
Catamarca,Santa Maria,Festival de las Comidas Regionales,Tradicionales,Público,Febrero,1,300,Mixta,2022,2.0
Catamarca,Santa Maria,Festival del Burro,Tradicionales,Público,Marzo,1,300,Mixta,2022,3.0
Catamarca,La Paz,Festival de la Tableta,Tradicionales,Público,Mayo,1,3,Gratuita,2022,5.0
Catamarca,Ambato,Fiesta de Jinetes Caballos y Aperos,Tradicionales,Público,Noviembre,1,1493,Paga,2019,11.0
Catamarca,Santa Maria,Festival de la Tradiciòn,Tradicionales,Mixto,Noviembre,2,800,Paga,2019,11.0
Catamarca,Ambato,Fiesta del Pueblo,Tradicionales,Público,Febrero,1,1493,Paga,2022,
Catamarca,Belen,"Encuentro Nacional e Internacional de canto y danza ""Juan Chelemin""",Artística,Mixto,Febrero,5,4158,Paga,2021,2.0
Catamarca,Santa Maria,Festival de la humita,Tradicionales,Público,Febrero,1,500,Mixta,2022,2.0
Catamarca,Santa Maria,Festival de las dunas,Tradicionales,Público,Marzo,1,500,Mixta,2022,3.0
Catamarca,Santa Maria,Festival de la Tradiciòn,Tradicionales,Mixto,Noviembre,2,2000,Paga,2019,11.0
Catamarca,Capital,"Encuentro nacional e internacional de Coros ""Catamarca da la Nota""",Artística,Privado,Septiembre,7,2,Gratuita,2022,9.0
Catamarca,Capital,"Encuentro de Músicos y Grupos vocales ""kuntur""",Artística,Privado,Agosto,1,250,Gratuita,2022,8.0
Catamarca,Andalgala,Fiesta de la Rodrocosita,Otra,Público,Enero,1,5000,Gratuita,2020,1.0
Catamarca,Belen,Fiesta de Disfraces,Artística,Privado,Enero,1,4000,Paga,2020,1.0
Catamarca,Tinogasta,Festival del Olivo,Tradicionales,Público,Enero,1,1000,,,1.0
Catamarca,Santa Maria,Festividad de la tradiciòn,Tradicionales,Mixto,Noviembre,1,600,Paga,2019,11.0
Catamarca,Ambato,Festival del Nuevo Sol,Artística,Público,Enero,1,3000,Paga,2022,1.0
Catamarca,Santa Maria,Festival de la Capia,Gastronómica,Público,julio,4,1200,Gratuita,2022,7.0
Catamarca,Ambato,Festival Nacional del Charqui,Gastronómica,Público,Junio,1,3000,Paga,2022,6.0
Catamarca,Capital,Festival de Cortometrajes El Heroe ,Artística,Privado,Noviembre,3,200,Gratuita,2022,11.0
Catamarca,Santa Maria,Festival del pimiento,Tradicionales,Público,Enero,1,500,Mixta,2019,1.0
Catamarca,Santa Maria,Festival del puco,Tradicionales,Público,Enero,1,500,Mixta,2022,1.0
Catamarca,Santa Maria,Fiesta del gauchito gil,Religiosa / de Culto,Público,Enero,1,500,Mixta,2022,1.0
Catamarca,El Alto,"Festival del ""Colono""",Folclórico,Público,Febrero,1,10000,Paga,2022,2.0
Catamarca,El Alto,Fiesta de Carnaval,Expresiones del carnaval,Público,Febrero,1,3000,Gratuita,2022,2.0
Catamarca,Santa Maria,Festival del durazno,Tradicionales,Público,Febrero,1,300,Mixta,2022,2.0
Catamarca,Santa Maria,Festival de la tuna,Tradicionales,Público,Febrero,1,300,Mixta,2022,2.0
Catamarca,Belen,Festival Navidad en los Cerros,Artística,Público,Diciembre,1,30000,Gratuita,2021,12.0
Catamarca,El Alto,"Festival ""Union de Pueblos""",Folclórico,Público,Enero,1,5000,Paga,2022,1.0
Catamarca,Santa Maria,Festival del molino,Tradicionales,Público,Enero,1,300,Mixta,2020,1.0
Catamarca,Santa Maria,"Festival ""Arrieros abra el toro""",Tradicionales,Público,Enero,2,2000,Mixta,2022,1.0
Catamarca,Belen,Festival Rescatando Nuestras Raices,Folclórico,Público,Febrero,1,100,Gratuita,2022,2.0
Catamarca,Belen,Festival del Chimbote Calchaqui,Folclórico,Público,Febrero,1,15000,Paga,2022,2.0
Catamarca,Santa Maria,Festival de la Vendimia,Gastronómica,Mixto,Marzo,1,400,Paga,2019,3.0
Catamarca,Ambato,Fiesta del Niño y la tradicion,Tradicionales,Público,Noviembre,1,1500,Paga,2021,11.0
Catamarca,El Alto,Fiesta de la Primavera,Artística,Público,Septiembre,1,3000,Gratuita,2022,9.0
Catamarca,Poman,Fiesta Provincial de la Batea,Tradicionales,Mixto,Agosto,2,400,Gratuita,2022,8.0
Catamarca,La Paz,Folcloreando en Esquiu ,Tradicionales,Público,Diciembre,1,2,Gratuita,2021,12.0
Catamarca,Ambato,Festival de la Guitarra,Folclórico,Público,Enero,1,2000,Paga,2022,1.0
Catamarca,Santa Maria,Festival de la Pasacana,Tradicionales,Mixto,Febrero,1,300,Paga,2019,2.0
Catamarca,Santa Rosa,Festival de la Naranja,Folclórico,Público,Febrero,1,7000,Paga,2022,2.0
Catamarca,Belen,Fiesta del Inti Raymi,Pueblos Indígenas/Originarios,Público,Junio,1,567,Gratuita,2022,6.0
Catamarca,Poman,Aniversario de la Autonomía de Mutquin,Cívico / Histórica,Público,Mayo,1,2500,Gratuita,2022,5.0
Catamarca,Belen,Festival de La Pachamama,Artística,Público,Julio,2,3000,Gratuita,2021,7.0
Catamarca,Santa Maria,Festival Doma y Folclore,Tradicionales,Mixto,enero,2,2000,Paga,2019,1.0
Catamarca,Tinogasta,Festival del Viñatero,Tradicionales,Público,Enero,1,1000,,,1.0
Catamarca,Andalgala,Festirock,Artística,Público,Febrero,1,1000,Gratuita,2020,2.0
Catamarca,Tinogasta,Festival Cosecha y cultura,Artística,Mixto,Febrero,2,2000,Paga,2022,2.0
Catamarca,Tinogasta,Festival del agricultor,Artística,Mixto,marzo,1,1000,Paga,2022,3.0
Catamarca,Poman,Festival Cero Sol y Canción,Folclórico,Público,Septiembre,2,700,Gratuita,2022,9.0
Catamarca,Ambato,Peña en Honor a la Virgen del Rosario,Artística,Privado,Octubre,1,1500,Paga,2022,10.0
Catamarca,Tinogasta,Festival Camino hacia un nuevo sol,Artística,Privado,Enero,1,5000,Paga,2021,1.0
Catamarca,Poman,Festival Mutquin Capital de la Nuez,Tradicionales,Público,Enero,2,20000,Paga,2020,1.0
Catamarca,Tinogasta,Festival del durazno,Artística,Mixto,Febrero,1,1500,Paga,2022,2.0
Catamarca,Belen,Festival Provincial de la Nuez,Artística,Público,Enero,3,4158,Paga,2023,1.0
Catamarca,Ambato,Festival de la Flor,Tradicionales,Público,enero,1,100,,2022,1.0
Catamarca,Ambato,El Rodeo Grande Doma y Folklore,Tradicionales,Público,FEBRERO,1,250,,2022,2.0
Catamarca,Ambato,Niquixao,Tradicionales,Público,Mayo,1,300,,2022,5.0
Catamarca,Santa Maria,Festival de La Flor del Amancay,Folclórico,Mixto,Diciembre,1,300,Paga,2019,12.0
Catamarca,Belen,Fiestas Patronales de San Juan Bautista,Religiosa / de Culto,Privado,junio,1,1,Gratuita,2022,6.0
Catamarca,Santa Maria,Festival del Arrope,Gastronómica,Mixto,Marzo,1,400,Paga,2019,3.0
Catamarca,Santa Maria,Festival Nacional Reina del Yokavil,Otra,Mixto,Febrero,3,10000,Paga,2019,2.0
Catamarca,Andalgala,"Fiesta Nacional de ""El Fuerte""",Artística,Público,Enero,3,20000,Paga,2020,1.0
Catamarca,Belen,Fiestas Patronales de Santo Domingo,Religiosa / de Culto,Público,Agosto,1,300,Gratuita,2022,8.0
Catamarca,Belen,Festividades a San Ramon Nonato,Religiosa / de Culto,Público,Agosto,9,558,Gratuita,2022,8.0
Catamarca,Ambato,Festival del Membrillo,Folclórico,Público,Enero,1,1042,Paga,2021,1.0
Catamarca,La Paz,Festival Nacional e Internacional del Cabrito,Tradicionales,Público,Febrero,4,18,Paga,2022,2.0
Catamarca,Poman,Chaya de Mutquin,Expresiones del carnaval,Privado,Febrero,4,4267,Gratuita,2023,2.0
Catamarca,Capital,Fiesta Nacional e Internacional del Poncho,Tradicionales,Público,Julio,10,40000,Mixta,2022,7.0
Catamarca,Belen,Festival Interprovincial del Misachico,Artística,Público,Febrero,3,4158,Gratuita,2021,2.0
Catamarca,Belen,Festividades a Cristo Rey,Religiosa / de Culto,Público,Noviembre,5,558,Gratuita,2021,11.0
Catamarca,La Paz,Aniversario de la Fundacion de Esquiu,Cívico / Histórica,Público,Agosto,1,1,Gratuita,2022,8.0
Catamarca,La Paz,Aniversario de la Fundacion de La Guardia,Cívico / Histórica,Público,Agosto,1,1,Gratuita,2022,8.0
Catamarca,La Paz,Aniversario de la Fundacion de Casa de Piedra,Cívico / Histórica,Público,Octubre,1,1,Gratuita,2022,10.0
Catamarca,La Paz,Aniversario de la Fundacion de Recreo,Cívico / Histórica,Público,Mayo,1,1,Gratuita,2022,5.0
Catamarca,El Alto,Fiesta Aniversario de Tapso,Cívico / Histórica,Público,Junio,1,3000,Gratuita,2022,6.0
Catamarca,Capital,Aniversario de la Fundacion de San Fernando del Valle de Catamarca,Cívico / Histórica,Público,JULIO,1,60000,Gratuita,2022,7.0
Catamarca,Ambato,Destrezas Gauchas,Tradicionales,Privado,Abril,1,700,Paga,2022,4.0
Catamarca,Belen,Fiestas Patronales Nuestra Señora del Valle ,Religiosa / de Culto,Mixto,Abril,1,300,Gratuita,2022,4.0
Catamarca,Belen,Viacrusis Viviente,Religiosa / de Culto,Público,Abril,1,100,Gratuita,2022,4.0
Catamarca,Belen,Festival de La papa Oca,Artística,,Abril,1,1000,Gratuita,2021,4.0
Catamarca,Capayán,Festival del Ternero,Productiva,Público,Abril,1,11556,,2022,4.0
Catamarca,Capayán,Festival del Quirquincho,Otra,Público,Abril,1,11556,,2022,4.0
Catamarca,Poman,Vía Crucis de Semana Santa,Religiosa / de Culto,Público,Abril,1,100,Gratuita,2022,4.0
Catamarca,Santa Rosa,Fiesta de San Expedito,Religiosa / de Culto,Público,Abril,1,200,Gratuita,2022,4.0
Catamarca,Ambato,Fiestas patronales Señor del Milagro,Religiosa / de Culto,,Agosto,3,11556,,2022,8.0
Catamarca,Ambato,Fiesta de Ambato,Cívico / Histórica,Público,Agosto,3,1500,Gratuita,2022,8.0
Catamarca,Andalgala,Fiesta Municipal del Niño,Otra,Público,Agosto,1,7000,Gratuita,2022,8.0
Catamarca,Andalgala,Santa Rosa de Lima,Religiosa / de Culto,Público,Agosto,1,500,Gratuita,2022,8.0
Catamarca,Andalgala,Fiesta de la Pachamama,Pueblos Indígenas/Originarios,Público,Agosto,1,200,Gratuita,2022,8.0
Catamarca,Andalgala,San Cayetano,Religiosa / de Culto,Público,Agosto,1,500,Gratuita,2022,8.0
Catamarca,Belen,Dia de la Pachamama,Pueblos Indígenas/Originarios,Público,Agosto,1,300,Gratuita,2022,8.0
Catamarca,Belen,Fiestas Patronales de San Roque,Religiosa / de Culto,Público,Agosto,1,350,Gratuita,2022,8.0
Catamarca,Capayán,Fiesta en Honor a San Roque,Religiosa / de Culto,Público,Agosto,1,11556,,2022,8.0
Catamarca,La Paz,Santo Patrono San Roque,Tradicionales,Público,Agosto,1,1,Gratuita,2022,8.0
